epoch,accuracy,loss,val_accuracy,val_loss
0,0.5347961187362671,1.2590270042419434,0.10512367635965347,2.3926706314086914
1,0.5935283899307251,1.118324637413025,0.537102460861206,1.165789008140564
2,0.6141400933265686,1.0544010400772095,0.6104240417480469,1.0713454484939575
3,0.6345301270484924,0.9985695481300354,0.5132508873939514,1.3199599981307983
4,0.6640070676803589,0.9393056035041809,0.4416961073875427,1.5687243938446045
5,0.6710993051528931,0.8953857421875,0.6837455630302429,0.8777347207069397
6,0.69991135597229,0.8463220000267029,0.439929336309433,1.7525665760040283
7,0.7032358050346375,0.8185914754867554,0.3383392095565796,2.9388914108276367
8,0.7171986103057861,0.7720528841018677,0.44964665174484253,2.101577043533325
9,0.7391400933265686,0.717872679233551,0.393109530210495,1.947871208190918
10,0.7544326186180115,0.6805459260940552,0.46554771065711975,1.984509825706482
11,0.7947695255279541,0.5746279358863831,0.7058303952217102,0.8857085108757019
12,0.8136081695556641,0.519519567489624,0.7438162565231323,0.7395432591438293
13,0.835106372833252,0.4664647579193115,0.7429328560829163,0.8522765040397644
14,0.838652491569519,0.44665274024009705,0.7270318269729614,1.0423851013183594
15,0.8464095592498779,0.40935856103897095,0.5750883221626282,1.5899415016174316
16,0.8645833134651184,0.3693850636482239,0.6528268456459045,1.298331618309021
17,0.8869680762290955,0.32505249977111816,0.547703206539154,1.63569974899292
18,0.9173315763473511,0.24334846436977386,0.7376325130462646,0.810706615447998
19,0.9259752035140991,0.20924733579158783,0.7120141386985779,0.9233459830284119
20,0.936170220375061,0.18381653726100922,0.7508834004402161,0.8359646797180176
21,0.9496897459030151,0.1559087187051773,0.6934629082679749,1.141701340675354
22,0.9543439745903015,0.14027529954910278,0.6943463087081909,1.0601754188537598
23,0.9676418304443359,0.11634201556444168,0.7623674869537354,0.9632173776626587
24,0.96875,0.10562169551849365,0.7252650260925293,0.9629063606262207
25,0.9707446694374084,0.09988667070865631,0.7544169425964355,1.018829584121704
26,0.9722961187362671,0.08950398117303848,0.7632508873939514,1.0875744819641113
27,0.9714095592498779,0.09670326858758926,0.7252650260925293,1.0375845432281494
28,0.9827127456665039,0.0682772696018219,0.7491165995597839,1.0128048658370972
29,0.9818262457847595,0.06341707706451416,0.7588339447975159,1.053127646446228
30,0.9842641949653625,0.061396002769470215,0.7544169425964355,1.1476374864578247
31,0.9840425252914429,0.059938471764326096,0.7667844295501709,1.030771255493164
32,0.9847074747085571,0.06367707252502441,0.7544169425964355,1.0096226930618286
33,0.9860372543334961,0.05466336011886597,0.7544169425964355,1.033732295036316
34,0.9891400933265686,0.04662766307592392,0.767667829990387,1.0312211513519287
35,0.9864804744720459,0.05116824433207512,0.7579505443572998,1.0526460409164429
36,0.9851506948471069,0.0513613224029541,0.7720848321914673,1.0416749715805054
37,0.9898049831390381,0.04074779152870178,0.7641342878341675,1.035383701324463
38,0.9904698729515076,0.04266493767499924,0.7703180313110352,1.0463600158691406
39,0.990026593208313,0.04160269722342491,0.768551230430603,1.0711816549301147
40,0.9895833134651184,0.04091200232505798,0.767667829990387,1.0404329299926758
41,0.9880319237709045,0.044488802552223206,0.7747349739074707,1.0502451658248901
42,0.9882535338401794,0.046175844967365265,0.7738515734672546,1.0516833066940308
43,0.9902482032775879,0.03737332671880722,0.7720848321914673,1.05598783493042
44,0.9902482032775879,0.0347142368555069,0.7712014317512512,1.0447043180465698
45,0.9884752035140991,0.04343375563621521,0.7729681730270386,1.047125220298767
46,0.988696813583374,0.0405590757727623,0.7703180313110352,1.059592843055725
47,0.990026593208313,0.03920869529247284,0.7729681730270386,1.0489246845245361
48,0.990026593208313,0.04055318608880043,0.7712014317512512,1.0560595989227295
49,0.9935727119445801,0.03394363448023796,0.7659010887145996,1.0654280185699463
